Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,sharpe
2000-01-03,BAJAUTOFIN,EQ,46.95,49.45,50.75,46.5,50.75,50.75,50.05,7600,38038000000.0,,,,1.0913978494623655
2000-01-04,BAJAUTOFIN,EQ,50.75,53.2,53.2,47.9,48.0,48.1,48.56,5000,24280000000.0,,,,1.0062673973556022
2000-01-05,BAJAUTOFIN,EQ,48.1,46.55,47.4,44.6,44.6,44.6,45.47,3500,15914500000.0,,,,1.0
2000-01-06,BAJAUTOFIN,EQ,44.6,43.5,46.0,42.1,46.0,45.25,44.43,6200,27547500000.0,,,,1.0572975833935765
2000-01-07,BAJAUTOFIN,EQ,45.25,48.0,48.0,42.0,42.9,42.9,44.44,3500,15555500000.0,,,,1.0214285714285714
2000-01-10,BAJAUTOFIN,EQ,42.9,42.05,44.9,41.0,43.0,42.9,42.47,4700,19961000000.0,,,,1.0439081111741348
2000-01-11,BAJAUTOFIN,EQ,42.9,42.0,42.0,39.5,40.25,40.1,40.25,5500,22139000000.0,,,,1.0114065571192705
2000-01-12,BAJAUTOFIN,EQ,40.1,40.0,40.0,39.0,39.0,39.0,39.8,1000,3980000000.0,,,,1.0
2000-01-13,BAJAUTOFIN,EQ,39.0,40.0,41.0,38.5,39.5,39.5,39.37,1000,3937000000.0,,,,1.025974025974026
2000-01-14,BAJAUTOFIN,EQ,39.5,39.0,40.5,39.0,39.9,39.9,39.72,1700,6752000000.0,,,,1.023076923076923
2000-01-17,BAJAUTOFIN,EQ,39.9,39.05,41.0,38.4,39.2,39.2,39.84,3100,12349500000.0,,,,1.0208333333333335
2000-01-18,BAJAUTOFIN,EQ,39.2,39.5,40.0,38.05,38.3,38.3,39.2,3000,11761000000.0,,,,1.0065703022339028
2000-01-19,BAJAUTOFIN,EQ,38.3,40.9,41.4,39.25,41.4,41.4,40.57,4500,18258000000.0,,,,1.0547770700636943
2000-01-20,BAJAUTOFIN,EQ,41.4,42.0,44.5,42.0,43.0,43.0,43.68,6400,27955500000.0,,,,1.023809523809524
2000-01-21,BAJAUTOFIN,EQ,43.0,46.4,46.4,42.0,42.95,42.95,42.63,3100,13215000000.0,,,,1.0226190476190478
2000-01-24,BAJAUTOFIN,EQ,42.95,42.5,43.0,40.05,40.05,40.05,41.3,3100,12802000000.0,,,,1.0
2000-01-25,BAJAUTOFIN,EQ,40.05,39.2,40.0,36.85,38.6,37.7,38.41,6400,24584500000.0,,,,0.9992126039608833
2000-01-27,BAJAUTOFIN,EQ,37.7,38.9,40.7,37.55,39.0,39.0,39.38,7600,29926000000.0,,,,1.0386151797603196
2000-01-28,BAJAUTOFIN,EQ,39.0,40.0,40.0,38.05,38.15,38.65,38.55,3700,14263500000.0,,,,1.0290815526924462
2000-01-31,BAJAUTOFIN,EQ,38.65,38.0,38.0,37.0,37.0,37.05,37.25,3500,13039000000.0,,,,1.0027045288531773
2000-02-01,BAJAUTOFIN,EQ,37.05,37.0,38.4,36.0,36.0,36.05,36.71,6300,23127000000.0,,,,1.0027797067901234
2000-02-02,BAJAUTOFIN,EQ,36.05,35.0,37.75,35.0,37.7,37.7,36.01,4000,14404500000.0,,,,1.0771428571428572
2000-02-03,BAJAUTOFIN,EQ,37.7,37.9,40.0,36.55,37.2,37.2,37.66,4800,18077000000.0,,,,1.0177838577291385
2000-02-04,BAJAUTOFIN,EQ,37.2,37.8,38.35,37.1,38.35,37.95,37.69,3000,11307000000.0,,,,1.0122418355549152
2000-02-07,BAJAUTOFIN,EQ,37.95,37.35,40.2,37.35,38.25,38.75,39.09,5400,21108500000.0,,,,1.0510451391623137
2000-02-08,BAJAUTOFIN,EQ,38.75,39.9,41.7,38.0,39.5,38.7,38.48,5100,19624000000.0,,,,0.9977948034643573
2000-02-09,BAJAUTOFIN,EQ,38.7,41.6,41.8,40.9,41.8,41.8,41.67,7100,29584000000.0,,,,1.02200488997555
2000-02-10,BAJAUTOFIN,EQ,41.8,45.15,45.15,42.65,45.15,45.15,43.91,13200,57956500000.0,,,,1.0586166471277842
2000-02-11,BAJAUTOFIN,EQ,45.15,48.8,48.8,48.0,48.8,48.8,48.73,10700,52138500000.0,,,,1.0166666666666666
2000-02-14,BAJAUTOFIN,EQ,48.8,50.75,50.75,44.9,44.9,44.9,47.09,4800,22601500000.0,,,,1.0
2000-02-15,BAJAUTOFIN,EQ,44.9,42.05,43.0,41.35,41.35,41.35,41.69,6200,25848000000.0,,,,1.0
2000-02-16,BAJAUTOFIN,EQ,41.35,38.3,41.5,38.3,39.95,39.7,40.54,6000,24326500000.0,,,,1.030066957064477
2000-02-17,BAJAUTOFIN,EQ,39.7,38.7,42.8,38.7,41.7,41.4,40.69,4600,18719500000.0,,,,1.0620712732139868
2000-02-18,BAJAUTOFIN,EQ,41.4,40.0,41.85,39.5,41.0,40.8,40.5,4200,17010000000.0,,,,1.0278728002469897
2000-02-21,BAJAUTOFIN,EQ,40.8,39.0,41.5,38.1,39.5,40.0,39.67,7300,28960000000.0,,,,1.063158244459949
2000-02-22,BAJAUTOFIN,EQ,40.0,40.1,41.0,38.15,38.15,38.2,39.31,9500,37341500000.0,,,,1.0026229496933023
2000-02-23,BAJAUTOFIN,EQ,38.2,40.0,41.25,38.45,40.25,40.2,40.18,5900,23707000000.0,,,,1.0442148793706436
2000-02-24,BAJAUTOFIN,EQ,40.2,40.0,43.45,38.9,41.05,42.6,40.88,8500,34745500000.0,,,,1.1364659688322913
2000-02-25,BAJAUTOFIN,EQ,42.6,44.5,44.95,40.0,40.25,40.65,41.46,6200,25706500000.0,,,,1.0263493788819875
2000-02-28,BAJAUTOFIN,EQ,40.65,40.0,40.9,39.0,40.85,40.85,39.74,6300,25033500000.0,,,,1.0474358974358975
2000-02-29,BAJAUTOFIN,EQ,40.85,41.0,41.35,37.6,37.6,38.2,39.6,6400,25341000000.0,,,,1.0321695337256678
2000-03-01,BAJAUTOFIN,EQ,38.2,39.9,41.0,39.0,39.35,39.85,40.38,3700,14942000000.0,,,,1.034778288209038
2000-03-02,BAJAUTOFIN,EQ,39.85,39.0,40.0,38.15,38.25,38.25,38.68,3900,15086000000.0,,,,1.0026212319790302
2000-03-03,BAJAUTOFIN,EQ,38.25,35.25,37.4,35.25,37.0,37.0,36.39,5600,20380000000.0,,,,1.049645390070922
2000-03-06,BAJAUTOFIN,EQ,37.0,36.05,37.95,34.25,34.35,34.35,35.42,4400,15583500000.0,,,,1.0029197080291972
2000-03-07,BAJAUTOFIN,EQ,34.35,34.0,35.45,32.45,33.6,33.65,33.78,6300,21284000000.0,,,,1.0385230941375008
2000-03-08,BAJAUTOFIN,EQ,33.65,33.5,36.25,33.5,36.25,36.0,34.96,3300,11536500000.0,,,,1.067215645908389
2000-03-09,BAJAUTOFIN,EQ,36.0,37.0,37.9,33.5,34.0,34.0,34.66,7100,24607000000.0,,,,1.0149253731343284
2000-03-10,BAJAUTOFIN,EQ,34.0,33.5,35.9,33.5,35.9,35.85,34.8,2100,7309000000.0,,,,1.068658795160687
2000-03-13,BAJAUTOFIN,EQ,35.85,34.1,35.95,34.05,35.45,35.45,34.81,1600,5569500000.0,,,,1.0411160058737152
2000-03-14,BAJAUTOFIN,EQ,35.45,33.1,34.75,32.65,32.65,33.15,33.41,4400,14701500000.0,,,,1.0308623879889964
2000-03-15,BAJAUTOFIN,EQ,33.15,35.25,35.8,34.25,35.8,35.8,35.13,2700,9485500000.0,,,,1.0452554744525546
2000-03-16,BAJAUTOFIN,EQ,35.8,38.45,38.55,35.85,38.5,38.5,37.68,6100,22985000000.0,,,,1.0739191073919108
2000-03-21,BAJAUTOFIN,EQ,38.5,38.0,38.0,35.45,35.45,35.45,35.94,6000,21565000000.0,,,,1.0
2000-03-22,BAJAUTOFIN,EQ,35.45,35.9,36.5,35.55,35.65,35.65,36.1,1300,4693500000.0,,,,1.0028129395218004
2000-03-23,BAJAUTOFIN,EQ,35.65,35.5,35.75,34.55,34.55,34.55,35.15,2600,9138000000.0,,,,1.0
2000-03-24,BAJAUTOFIN,EQ,34.55,34.25,35.4,34.25,35.3,35.0,34.89,2900,10118500000.0,,,,1.0132131262794402
2000-03-27,BAJAUTOFIN,EQ,35.0,35.45,35.5,34.5,34.55,34.55,34.97,2700,9443000000.0,,,,1.0014492753623188
2000-03-28,BAJAUTOFIN,EQ,34.55,34.95,36.0,33.55,35.3,35.25,35.08,6400,22452500000.0,,,,1.0491824387937332
2000-03-30,BAJAUTOFIN,EQ,35.25,34.85,34.85,34.85,34.85,34.85,34.85,1000,3485000000.0,,,,1.0
2000-03-31,BAJAUTOFIN,EQ,34.85,35.75,35.75,34.8,35.05,35.05,35.41,2400,8498500000.0,,,,1.007183908045977
2000-04-03,BAJAUTOFIN,EQ,35.05,35.0,35.05,34.3,34.9,34.85,34.77,1600,5562500000.0,,,,1.0145793479078085
2000-04-04,BAJAUTOFIN,EQ,34.85,33.55,34.0,32.75,33.95,33.95,33.29,2300,7656500000.0,,,,1.036641221374046
2000-04-05,BAJAUTOFIN,EQ,33.95,32.25,33.9,32.2,32.75,32.75,32.84,800,2627500000.0,,,,1.0170807453416149
2000-04-06,BAJAUTOFIN,EQ,32.75,34.25,34.9,30.15,30.15,30.85,31.1,6600,20525000000.0,,,,1.0469735347584908
2000-04-07,BAJAUTOFIN,EQ,30.85,31.5,33.0,31.5,33.0,33.0,32.39,2600,8421500000.0,,,,1.0476190476190477
2000-04-10,BAJAUTOFIN,EQ,33.0,34.8,34.8,32.2,33.85,33.65,33.72,800,2697500000.0,,,,1.0388565740341476
2000-04-11,BAJAUTOFIN,EQ,33.65,32.55,32.55,32.05,32.05,32.05,32.29,1500,4843500000.0,,,,1.0
2000-04-12,BAJAUTOFIN,EQ,32.05,33.15,33.15,32.25,32.7,32.7,32.69,400,1307500000.0,,,,1.013953488372093
2000-04-13,BAJAUTOFIN,EQ,32.7,32.25,32.5,32.25,32.5,32.45,32.34,1100,3557000000.0,,,,1.0046535480023853
2000-04-17,BAJAUTOFIN,EQ,32.45,33.1,33.4,32.4,32.4,32.9,33.2,1200,3984000000.0,,,,1.0311023472031704
2000-04-18,BAJAUTOFIN,EQ,32.9,32.05,32.5,30.5,32.5,32.4,31.95,4200,13420500000.0,,,,1.0590264817150061
2000-04-19,BAJAUTOFIN,EQ,32.4,32.05,33.9,32.05,32.9,32.6,32.92,1300,4279000000.0,,,,1.007885664970672
2000-04-20,BAJAUTOFIN,EQ,32.6,32.25,32.25,32.0,32.0,32.0,32.13,1000,3212500000.0,,,,1.0
2000-04-24,BAJAUTOFIN,EQ,32.0,33.9,33.95,30.5,30.5,30.7,31.72,2700,8563500000.0,,,,1.0131577532921257
2000-04-25,BAJAUTOFIN,EQ,30.7,30.55,31.9,30.05,30.5,30.55,30.86,4700,14503000000.0,,,,1.0183055563132484
2000-04-26,BAJAUTOFIN,EQ,30.55,32.5,32.5,32.0,32.0,32.0,32.3,300,969000000.0,,,,1.0
2000-04-27,BAJAUTOFIN,EQ,32.0,31.2,32.0,31.1,32.0,32.0,31.74,1000,3174000000.0,,,,1.0289389067524115
2000-04-28,BAJAUTOFIN,EQ,32.0,31.1,31.1,30.55,30.55,30.9,31.0,800,2480000000.0,,,,1.0230445112918907
2000-05-02,BAJAUTOFIN,EQ,30.9,29.25,30.5,29.2,30.0,30.1,29.78,3300,9828000000.0,,,,1.03425799086758
2000-05-03,BAJAUTOFIN,EQ,30.1,29.95,31.85,29.95,30.05,30.05,30.3,700,2121000000.0,,,,1.003338898163606
2000-05-04,BAJAUTOFIN,EQ,30.05,30.0,30.0,28.15,29.9,29.9,29.24,2400,7017000000.0,,,,1.0621669626998222
2000-05-05,BAJAUTOFIN,EQ,29.9,28.25,29.15,28.15,28.95,28.9,28.55,3800,10849500000.0,,,,1.0248698527810245
2000-05-08,BAJAUTOFIN,EQ,28.9,28.05,29.0,28.05,28.55,28.55,28.49,500,1424500000.0,,,,1.017825311942959
